Name,Car_Price,Kilometers_Driven,Price_per_Km
Toyota Innova 2.5 GX (Diesel) 7 Seater,13.9,90000,0.00015444444444444444
Tata Manza Aura Safire,1.35,40000,3.375e-05
Audi Q7 35 TDI Quattro Premium Plus,38.0,65938,0.0005762989474961327
Hyundai Verna 1.6 SX VTVT (O) AT,11.6,16100,0.0007204968944099379
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,12.25,3600,0.0034027777777777776
Honda City 1.5 S MT,3.8,52000,7.307692307692307e-05
Ford Figo Diesel Titanium,3.25,54000,6.018518518518519e-05
Honda Jazz 1.2 VX i VTEC,6.4,15399,0.00041561140333787913
Volkswagen Polo Petrol Highline 1.2L,3.95,75000,5.266666666666667e-05
Honda City i-VTEC S,3.57,76752,4.6513445903689806e-05
Honda City ZX GXi,1.25,56000,2.232142857142857e-05
Honda CR-V 2.4L 4WD AT AVN,12.5,46125,0.00027100271002710027
BMW 5 Series 2013-2017 520d Luxury Line,23.0,35000,0.0006571428571428571
Ambassador Classic Nova Diesel,1.35,80000,1.6875e-05
Mahindra Scorpio VLX 2.2 mHawk BSIII,6.32,62729,0.00010075084888966826
Volkswagen Vento Diesel Comfortline,3.4,34000,9.999999999999999e-05
Maruti Zen VX,0.77,70000,1.1e-05
Maruti 800 DX BSII,0.9,32000,2.8125e-05
Toyota Corolla Altis 1.8 VL CVT,18.0,21000,0.0008571428571428571
BMW 3 Series 328i Sport Line,19.0,49000,0.0003877551020408163
Ford Ikon 1.3 Flair,1.1,40000,2.75e-05
Chevrolet Beat LT,2.0,78000,2.564102564102564e-05
Toyota Corolla Altis 1.4 DG,6.5,52000,0.000125
Mahindra XUV500 W4,9.45,65213,0.00014490975725698862
Hyundai Xcent 1.1 CRDi Base,4.0,170000,2.3529411764705884e-05
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,32.25,36884,0.0008743628673679644
Hyundai i10 Sportz,2.1,62500,3.3600000000000004e-05
Toyota Corolla Altis VL AT,9.75,68000,0.00014338235294117648
Toyota Corolla 1.8 J,6.3,40748,0.0001546088151565721
Audi Q3 2.0 TDI Quattro,21.0,60000,0.00035
Hyundai i20 Magna Optional 1.4 CRDi,4.65,12400,0.000375
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,17.0,87000,0.00019540229885057472
Maruti Ritz VDi,4.35,20248,0.00021483603318846303
Hyundai Creta 1.6 SX Plus Diesel,14.82,52383,0.00028291621327529925
Jaguar XE 2.0L Diesel Prestige,40.0,1000,0.04
Mahindra Xylo D4,6.15,85000,7.23529411764706e-05
Toyota Innova 2.5 G (Diesel) 7 Seater,11.25,47000,0.00023936170212765956
Toyota Camry 2.5 Hybrid,32.0,17585,0.0018197327267557577
Audi Q5 3.0 TDI Quattro,45.62,32496,0.0014038650910881338
Maruti Swift VDI,6.24,34613,0.00018027908589258372
Maruti Ertiga VDI Limited Edition,4.8,153000,3.137254901960784e-05
Maruti Swift VXi BSIV,4.5,54000,8.333333333333333e-05
Hyundai i10 Sportz,3.87,16900,0.0002289940828402367
Hyundai i10 Sportz,2.75,62334,4.4117175217377355e-05
Maruti Baleno Sigma 1.2,6.57,23714,0.00027705153074133424
Hyundai Accent Executive,2.0,52325,3.822264691829909e-05
Honda Brio S MT,3.65,50000,7.3e-05
Maruti Swift ZDi,6.95,55746,0.00012467262225092384
Hyundai Xcent 1.2 VTVT S,5.5,54000,0.00010185185185185185
Mahindra XUV500 W8 2WD,7.0,43000,0.0001627906976744186
Mercedes-Benz E-Class E250 CDI Avantgrade,24.0,40000,0.0006
Land Rover Freelander 2 TD4 S,11.0,125000,8.8e-05
Mercedes-Benz New C-Class C 220 CDI Avantgarde,32.5,51944,0.0006256738025565994
Hyundai i20 Asta 1.4 CRDi,6.45,46950,0.00013738019169329073
Skoda Octavia Elegance 2.0 TDI AT,15.75,23000,0.0006847826086956521
Honda City 1.5 S MT,5.5,54546,0.00010083232501008323
Toyota Fortuner 4x2 AT,19.03,51535,0.0003692636072572039
Audi Q3 2.0 TDI Quattro,15.25,45000,0.0003388888888888889
Maruti Alto K10 2010-2014 VXI,2.4,46004,5.2169376575949915e-05
Tata Indigo eCS LX BSIV,2.3,124000,1.8548387096774193e-05
Audi A4 2.0 TDI 177 Bhp Premium Plus,14.35,77395,0.00018541249434718003
Honda City i-VTEC CVT VX,11.97,22974,0.0005210237659963437
Toyota Fortuner 2.8 2WD MT,18.9,65012,0.00029071556020426995
Hyundai Grand i10 Sportz,5.4,17125,0.00031532846715328467
Maruti Eeco 7 Seater Standard,2.95,90413,3.262805127581211e-05
Volkswagen Polo Petrol Highline 1.2L,5.1,37000,0.00013783783783783782
Maruti Wagon R LXI Minor,1.5,65000,2.3076923076923076e-05
Honda City 1.5 V MT,4.9,66000,7.424242424242424e-05
Honda Civic 2010-2013 1.8 S MT,2.9,86000,3.372093023255814e-05
Honda City 1.5 EXI,1.15,98437,1.1682599022725194e-05
Hyundai i20 1.2 Magna,2.3,18000,0.00012777777777777776
Hyundai Grand i10 CRDi Sportz Celebration Edition,5.99,35070,0.00017080125463358998
Volkswagen Vento Petrol Highline AT,3.4,42000,8.095238095238095e-05
Hyundai i10 Sportz 1.2,1.7,40000,4.2499999999999996e-05
Hyundai i20 Asta,1.99,43000,4.627906976744186e-05
Chevrolet Beat LS,2.5,65000,3.846153846153846e-05
Volkswagen Polo Diesel Highline 1.2L,4.85,74000,6.554054054054054e-05
Ford Figo Petrol LXI,2.65,51192,5.1765900922019065e-05
Audi TT 2.0 TFSI,27.35,14262,0.0019176833543682514
Honda City i DTEC VX,6.9,66339,0.00010401121512232623
Ford Figo Diesel Titanium,3.5,90200,3.8802660753880266e-05
Toyota Innova 2.5 ZX Diesel 7 Seater,12.5,57854,0.00021606111936944722
Maruti Ciaz 1.4 AT Alpha,9.2,32000,0.0002875
Hyundai Grand i10 AT Asta,4.9,29631,0.00016536735175998112
Honda City 1.3 DX,3.2,55005,5.81765294064176e-05
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,5.55,54173,0.0001024495597437838
Skoda Octavia Ambition 1.8 TSI AT,13.5,50000,0.00027
Fiat Linea Emotion (Diesel),2.6,145000,1.793103448275862e-05
Maruti Swift Lxi BSIII,4.5,78000,5.769230769230769e-05
Land Rover Discovery 4 TDV6 SE,34.0,65000,0.0005230769230769231
Toyota Innova 2.5 V Diesel 7-seater,12.0,120000,0.0001
Maruti Swift LDI,5.25,14000,0.000375
Audi A6 2011-2015 2.0 TDI Premium Plus,21.56,57456,0.0003752436647173489
BMW 5 Series 520d Luxury Line,24.68,44450,0.0005552305961754781
Hyundai i20 Magna Optional 1.2,3.67,63777,5.75442557661853e-05
BMW X1 M Sport sDrive 20d,29.5,31000,0.0009516129032258064
Toyota Etios G,3.1,60000,5.166666666666667e-05
Tata Indigo LX,2.9,78008,3.717567428981643e-05
Mercedes-Benz M-Class ML 350 4Matic,43.0,33000,0.001303030303030303
Volkswagen Beetle 2.0,15.95,27078,0.000589039072309624
Volkswagen Polo GT TDI,4.5,57275,7.85683107813182e-05
Hyundai Grand i10 CRDi Magna,3.49,45000,7.755555555555556e-05
Maruti Swift VDI BSIV,4.25,57319,7.41464435876411e-05
Hyundai Verna CRDi 1.4 E,1.9,121097,1.5689901483934364e-05
BMW 5 Series 2003-2012 525d,16.57,89000,0.00018617977528089888
Honda City 1.5 S MT,5.75,72000,7.986111111111112e-05
Audi A4 2.0 TDI,14.0,36000,0.00038888888888888887
Fiat Linea Classic Plus 1.3 Multijet,2.5,86000,2.9069767441860467e-05
Honda City 1.3 EXI,1.2,85000,1.4117647058823528e-05
BMW 3 Series 320d Luxury Line,13.95,37613,0.0003708824076781963
Ford Fiesta 1.4 Duratec EXI,1.6,100000,1.6e-05
Tata Nano XTA,3.6,5240,0.0006870229007633588
Maruti Ignis 1.2 Delta,6.06,16862,0.0003593879729569446
Maruti Swift Dzire ZXi,5.29,59254,8.92766733047558e-05
Ford Ecosport 1.5 DV5 MT Titanium,5.75,60000,9.583333333333334e-05
Maruti Swift 1.3 ZXI,5.8,50295,0.00011531961427577293
Maruti Swift Dzire VXI,5.72,47674,0.00011998154130133825
Hyundai i10 Sportz AT,4.39,61517,7.13623876326869e-05
Mahindra XUV500 W6 2WD,11.05,62946,0.00017554729450640233
Hyundai i20 Magna 1.4 CRDi,4.83,66823,7.228050222228873e-05
Hyundai i20 Asta 1.4 CRDi,4.5,107000,4.205607476635514e-05
BMW 7 Series 730Ld,19.5,55000,0.00035454545454545455
Skoda Rapid 1.6 MPI AT Style Plus,8.75,24000,0.00036458333333333335
Audi Q7 45 TDI Quattro Technology,67.0,20002,0.0033496650334966503
Honda City i VTEC VX,8.4,54317,0.00015464771618461994
Hyundai Xcent 1.2 Kappa SX,4.99,10200,0.0004892156862745099
Honda City i DTec E,8.18,24337,0.00033611373628631303
Honda Brio S Option MT,2.9,79000,3.670886075949367e-05
Maruti Ciaz ZDi Plus SHVS,7.1,40500,0.00017530864197530863
Maruti Swift Dzire VDI Optional,7.05,23000,0.0003065217391304348
Honda CR-V 2.4L 4WD AT,17.5,63050,0.0002775574940523394
Toyota Corolla Altis 2008-2013 1.8 VL AT,3.41,78000,4.371794871794872e-05
Honda City 1.5 V MT,5.68,66245,8.574232017510756e-05
Mahindra Scorpio LX BS IV,4.1,74112,5.532167530224524e-05
Skoda Laura 1.8 TSI Ambiente,4.0,87670,4.562564161058515e-05
BMW 3 Series 320d Sport Line,30.0,10000,0.003
Maruti SX4 Zxi BSIII,1.8,62493,2.8803225961307667e-05
Maruti Ciaz VXi Plus,6.93,44620,0.00015531151949798295
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,70.0,66538,0.0010520304187081066
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,7.9,60000,0.00013166666666666668
Hyundai Santro Xing GL,2.78,20842,0.0001333845120429901
Hyundai Santa Fe 4WD AT,14.4,110000,0.0001309090909090909
Mercedes-Benz New C-Class C250 Avantgarde,13.5,45000,0.0003
Maruti Alto LXi,2.88,49008,5.876591576885406e-05
Maruti Alto 800 2016-2019 LXI,2.15,31000,6.935483870967742e-05
Nissan Sunny 2011-2014 XV,3.75,8000,0.00046875
Maruti Alto 800 2016-2019 VXI,3.6,171,0.021052631578947368
Maruti Alto K10 VXI,3.6,2100,0.0017142857142857144
Hyundai Grand i10 1.2 Kappa Sportz AT,7.55,20667,0.000365316688440509
Honda Mobilio S i DTEC,4.7,50000,9.400000000000001e-05
Tata Manza Aqua Quadrajet,1.6,100030,1.599520143956813e-05
Chevrolet Optra Magnum 2.0 LT,3.34,75372,4.431353818394098e-05
Honda City i VTEC CVT VX,9.1,60475,0.00015047540305911534
Hyundai Grand i10 1.2 Kappa Sportz,6.17,18453,0.00033436297620983036
Hyundai Verna CRDi 1.6 SX,2.5,96578,2.5885812503882873e-05
Nissan Micra XL,3.0,31001,9.677107190090642e-05
Hyundai Verna 1.6 SX,5.75,65900,8.725341426403642e-05
Hyundai Creta 1.6 VTVT E Plus,10.75,26246,0.00040958622266250094
Maruti Wagon R VXI BS IV,2.85,62700,4.545454545454546e-05
Honda Accord 2.4 Elegance A/T,6.5,90000,7.222222222222222e-05
Honda City 1.5 S AT,9.45,36000,0.0002625
Maruti Baleno Alpha 1.3,6.75,46000,0.0001467391304347826
Honda City i DTec V,7.75,73003,0.00010616002082106215
Hyundai i20 Era 1.4 CRDi,4.4,46566,9.448954172572264e-05
Mercedes-Benz E-Class 2015-2017 E350 Edition E,42.0,41493,0.0010122189284939628
Nissan Terrano XV 110 PS,5.67,103788,5.4630593132154005e-05
Renault Duster 110PS Diesel RxZ AMT,11.5,45000,0.0002555555555555556
Maruti Wagon R LXI Minor,1.69,120000,1.4083333333333333e-05
Hyundai Getz 1.5 CRDi GVS,1.8,97359,1.8488275352047576e-05
Maruti Ritz LXi,3.2,62000,5.161290322580646e-05
Honda City 1.5 GXI,1.5,115000,1.3043478260869566e-05
BMW 5 Series 520d Sport Line,45.86,18373,0.0024960539922712676
Volkswagen Polo 1.2 MPI Highline,5.1,60453,8.436305890526525e-05
Ford Figo Petrol ZXI,2.4,69009,3.477807242533583e-05
BMW 3 Series 320d Luxury Line,22.0,30000,0.0007333333333333333
Hyundai Verna 1.6 SX CRDi (O),4.28,70707,6.053148910291768e-05
Renault Duster 85PS Diesel RxL,5.67,64677,8.766640382206967e-05
Hyundai Grand i10 1.2 Kappa Magna AT,6.2,3000,0.0020666666666666667
BMW X1 sDrive20d,14.49,49000,0.0002957142857142857
Maruti Ritz VDi,3.0,71000,4.225352112676056e-05
Hyundai i10 Era 1.1 iTech SE,2.25,52000,4.3269230769230766e-05
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,43.78,35659,0.0012277405423595726
Honda City V MT Exclusive,11.45,5377,0.002129440208294588
Mahindra Ssangyong Rexton RX7,10.5,65000,0.00016153846153846153
Ford Ecosport 1.5 DV5 MT Titanium Optional,7.48,92708,8.068343616516375e-05
Maruti Alto LXi,3.1,48105,6.444236565845546e-05
Volkswagen Polo 1.2 MPI Highline,2.55,46759,5.4534955837378895e-05
Volkswagen Polo Diesel Comfortline 1.2L,3.5,62000,5.6451612903225804e-05
Volkswagen Polo Diesel Highline 1.2L,2.59,35175,7.36318407960199e-05
Maruti Ertiga ZDI,5.45,70000,7.785714285714286e-05
Ford EcoSport 1.5 TDCi Ambiente,6.0,30000,0.0002
Toyota Innova Crysta 2.8 ZX AT,15.49,66618,0.00023251973940976913
BMW 5 Series 523i Sedan,12.5,69300,0.00018037518037518038
Maruti Swift Dzire Tour LDI,4.75,148000,3.20945945945946e-05
Ford Ecosport 1.0 Ecoboost Platinum Edition,7.85,22000,0.0003568181818181818
Hyundai Verna CRDi SX,6.0,75000,8e-05
Tata Zest Revotron 1.2T XM,4.0,43706,9.152061501853292e-05
Audi A7 2011-2015 3.0 TDI Quattro,28.75,42000,0.0006845238095238096
Tata Indica Vista Quadrajet VX,2.5,65000,3.846153846153846e-05
Maruti Swift Dzire VDI,5.5,76128,7.224674232870954e-05
Fiat Linea Emotion,1.59,39852,3.989762119843421e-05
Hyundai i20 1.2 Spotz,6.22,18673,0.00033310126921223154
Hyundai EON Era Plus,2.75,11583,0.00023741690408357076
Mercedes-Benz GLA Class 200 CDI SPORT,25.0,50000,0.0005
Maruti Celerio VXI,2.8,77000,3.6363636363636364e-05
Chevrolet Beat LT,2.45,54890,4.463472399344143e-05
Honda Jazz 1.2 V AT i VTEC Privilege,6.35,21000,0.00030238095238095236
BMW 3 Series 320d Highline,8.0,58557,0.00013661902078316855
Renault Duster 110PS Diesel RxL,8.25,70000,0.00011785714285714286
Ford Figo 2015-2019 1.5P Titanium AT,5.95,16000,0.000371875
Toyota Innova Crysta 2.4 VX MT,19.92,8899,0.002238453758849309
Chevrolet Beat Diesel LS,3.15,83629,3.766635975558717e-05
Volkswagen Polo GTI,5.75,35059,0.00016400924156422032
Ford Endeavour 3.2 Trend AT 4X4,32.44,30552,0.001061796281749149
Hyundai Verna 1.6 SX CRDI (O) AT,8.01,44875,0.0001784958217270195
Ford Figo 2015-2019 1.2P Titanium Opt MT,6.48,25095,0.00025821876867901974
Maruti 800 AC,0.75,59000,1.2711864406779661e-05
Honda City i DTEC V,5.0,36000,0.0001388888888888889
Mahindra XUV500 W8 2WD,7.75,37000,0.00020945945945945947
Ford Figo Diesel ZXI,2.6,90000,2.8888888888888888e-05
Ford EcoSport 1.5 Petrol Titanium,9.2,17000,0.0005411764705882352
Hyundai i20 Asta 1.2,5.05,42575,0.00011861421021726365
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,9.6,131000,7.32824427480916e-05
Renault Duster 85PS Diesel RxL Optional,5.5,74000,7.432432432432433e-05
Toyota Innova 2.5 VX (Diesel) 8 Seater,9.35,47234,0.00019795062878435026
Honda City 1.5 S MT,2.6,231673,1.1222714774704001e-05
Maruti Alto K10 VXI,3.5,10000,0.00035
Nissan Micra Active XL Petrol,4.26,49389,8.625402417542367e-05
Maruti Celerio VXI AT,4.25,12000,0.0003541666666666667
Mercedes-Benz New C-Class 200 Kompressor,11.75,65000,0.00018076923076923077
Ford Fiesta Diesel Style,3.5,177000,1.9774011299435028e-05
Hyundai Verna 1.6 VTVT S,7.5,89000,8.426966292134831e-05
Hyundai i20 1.4 Asta (AT),3.25,72000,4.513888888888889e-05
Maruti Swift Dzire VXi,4.9,49000,0.0001
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,27.0,51355,0.0005257521176126959
Hyundai Elite i20 Petrol Asta,8.91,13460,0.000661961367013373
Hyundai Verna 1.6 VTVT EX AT,6.69,35642,0.00018769990460692444
Chevrolet Cruze LTZ,6.02,52895,0.00011381037905284053
Toyota Corolla Altis 1.8 G,4.5,93000,4.838709677419355e-05
Maruti A-Star Vxi,2.0,70000,2.857142857142857e-05
Nissan Micra Diesel XV Premium,2.4,32048,7.488766849725411e-05
Tata Nano LX,1.2,4700,0.0002553191489361702
Maruti Swift Dzire Tour LDI,2.9,71800,4.0389972144846796e-05
Land Rover Range Rover Sport 2005 2012 Sport,40.88,69078,0.000591794782709401
Audi Q3 2.0 TDI Quattro,27.0,45000,0.0006
Honda Amaze VX i-DTEC,7.5,15388,0.0004873927735898102
Chevrolet Optra 1.6 LS,1.5,98798,1.5182493572744387e-05
Audi Q5 2.0 TDI Premium Plus,39.5,43000,0.0009186046511627907
Maruti Ritz VDi,3.39,85112,3.982987122849892e-05
Mahindra Scorpio S6 7 Seater,12.4,37804,0.0003280076182414559
Maruti Ciaz ZDi SHVS,6.85,45000,0.0001522222222222222
Toyota Corolla Altis Aero D 4D J,5.75,116000,4.956896551724138e-05
Tata Indica V2 eLS,2.0,100073,1.9985410650225334e-05
Maruti 800 Std BSIII,0.9,165000,5.4545454545454545e-06
Volkswagen Polo 1.2 MPI Highline,3.8,22000,0.00017272727272727272
Hyundai Elantra 2.0 SX Option AT,16.35,9500,0.0017210526315789476
Toyota Fortuner 4x2 4 Speed AT,16.5,152000,0.00010855263157894737
Maruti Baleno Zeta 1.2,8.7,17705,0.0004913866139508613
Maruti Baleno Zeta 1.2,6.1,12000,0.0005083333333333333
Mini Cooper Countryman D,21.94,51000,0.00043019607843137255
Mercedes-Benz S Class 2005 2013 320 CDI,22.0,42000,0.0005238095238095238
Maruti Alto K10 LXI,2.65,51000,5.196078431372549e-05
Maruti Swift VXI Optional,5.27,42527,0.00012392127354386625
Chevrolet Sail LT ABS,2.48,45000,5.511111111111111e-05
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,6.0,70000,8.571428571428571e-05
Toyota Fortuner 3.0 Diesel,8.9,92000,9.673913043478261e-05
BMW 3 Series 320d Sport Line,18.0,57156,0.0003149275666596683
Skoda Octavia Ambition 1.4 TSI MT,11.64,53211,0.00021875176185375206
Toyota Fortuner 3.0 Diesel,8.99,80000,0.00011237500000000001
Volkswagen Jetta 2007-2011 1.9 Highline TDI,5.25,74000,7.094594594594594e-05
Hyundai i20 1.4 CRDi Asta,2.95,37000,7.972972972972974e-05
Tata Manza Club Class Quadrajet90 LX,2.65,64000,4.140625e-05
Volkswagen Vento Petrol Highline,4.0,57197,6.993373778345019e-05
Hyundai Creta 1.6 SX Automatic Diesel,12.5,55000,0.00022727272727272727
Maruti Ritz VXI,3.25,33000,9.848484848484849e-05
Honda CR-V 2.0L 2WD MT,4.0,70000,5.714285714285714e-05
Mahindra XUV500 W8 2WD,6.25,75000,8.333333333333333e-05
Volkswagen Ameo 1.5 TDI Comfortline,5.8,58095,9.983647473965057e-05
Tata Zest Revotron 1.2 XT,5.0,7445,0.000671591672263264
Jaguar XJ 3.0L Portfolio LWB,58.73,17652,0.0033271017448447764
Toyota Corolla Altis 1.8 VL CVT,17.49,28321,0.0006175629391617527
Maruti A-Star Vxi,1.95,69000,2.8260869565217392e-05
Honda Accord VTi-L (AT),3.0,80000,3.75e-05
Hyundai i20 Asta (o),5.5,42365,0.0001298241472913962
Toyota Fortuner 4x2 AT,16.5,123000,0.00013414634146341464
Mercedes-Benz New C-Class C 200 CGI Avantgarde,14.5,40000,0.0003625
Maruti Baleno Alpha 1.3,7.79,30112,0.0002587008501594049
Maruti Ertiga VDI,8.27,43775,0.00018892061679040548
Land Rover Range Rover Sport SE,97.07,26013,0.0037315957405912427
Chevrolet Optra Magnum 1.6 LT ABS BS3,2.15,56000,3.839285714285714e-05
Honda Civic 2006-2010 1.8 V AT,3.0,95000,3.157894736842105e-05
BMW X3 xDrive20d,28.79,41089,0.0007006741463652073
Skoda Laura Ambition 2.0 TDI CR AT,5.45,41988,0.00012979899018767267
Maruti Swift Dzire VDI,3.95,72486,5.449328146124769e-05
Volvo V40 Cross Country D3,16.0,92000,0.00017391304347826088
Maruti Swift Dzire ZXi,4.25,40000,0.00010625
Land Rover Range Rover 2.2L Pure,34.5,56000,0.0006160714285714286
Honda Accord 2.4 AT,2.6,125000,2.08e-05
Toyota Innova 2.5 G (Diesel) 8 Seater,13.48,29219,0.00046134364625757216
Toyota Fortuner 4x4 MT,32.1,39927,0.0008039672402133895
Honda Jazz 1.2 E i VTEC,6.17,38593,0.00015987355219858524
Honda City 1.5 V MT,5.5,32000,0.000171875
Maruti Dzire AMT ZDI Plus,9.15,28226,0.00032416920569687524
Nissan Sunny 2011-2014 Diesel XL,4.5,95000,4.736842105263158e-05
Toyota Innova 2.5 G (Diesel) 8 Seater,10.5,194000,5.4123711340206184e-05
Honda Brio S MT,5.37,14821,0.00036232372984279065
Volkswagen Vento Petrol Trendline,5.45,52000,0.00010480769230769231
Mahindra XUV500 W4,9.25,33000,0.0002803030303030303
Ford EcoSport 1.5 Diesel Titanium Plus,7.7,29200,0.0002636986301369863
Skoda Yeti Ambition 4X2,7.99,99754,8.009703871523949e-05
Hyundai i10 Sportz,3.0,49000,6.122448979591836e-05
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,4.0,299322,1.3363534922257636e-05
Tata Zest Quadrajet 1.3 XT,6.69,38310,0.00017462803445575568
Maruti Swift VDI,4.25,56000,7.589285714285714e-05
Skoda Rapid 1.5 TDI AT Style,10.5,31300,0.0003354632587859425
Toyota Innova Crysta 2.4 VX MT 8S,22.55,11241,0.002006049283871542
Hyundai Verna 1.6 SX VTVT,5.2,48000,0.00010833333333333334
Honda City i VTEC VX Option,11.87,23882,0.0004970270496608323
Honda City i DTEC SV,6.99,65000,0.00010753846153846154
Volkswagen Vento Diesel Highline,5.0,50000,0.0001
Audi Q5 2008-2012 3.0 TDI,44.0,25000,0.00176
Maruti Alto 800 LXI,2.79,21000,0.00013285714285714287
Tata Manza ELAN Quadrajet BS IV,2.9,148000,1.9594594594594595e-05
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,9.85,68000,0.00014485294117647058
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,49.0,52000,0.0009423076923076923
Mahindra Thar CRDe,9.25,19000,0.0004868421052631579
Hyundai Verna 1.6 CRDI,3.75,74000,5.067567567567567e-05
Ford Aspire Titanium Diesel,7.29,30279,0.00024076092341226591
Mini Cooper 3 DOOR D,23.5,20000,0.001175
Maruti Omni 8 Seater BSIV,2.6,34834,7.463971981397485e-05
Mahindra Verito 1.5 D4 BSIV,3.1,90000,3.444444444444445e-05
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,29.98,38730,0.0007740769429382908
Renault Duster 110PS Diesel RxZ,6.73,57390,0.00011726781669280364
Maruti Swift Dzire Tour LDI,3.5,100000,3.5e-05
Volkswagen Polo Petrol Highline 1.2L,2.35,50000,4.7000000000000004e-05
Mahindra XUV500 W10 2WD,16.13,64961,0.0002483028278505565
Volkswagen Polo 1.2 MPI Highline,5.9,72465,8.141861588352998e-05
Maruti Ritz VXI,3.9,68776,5.670582761428405e-05
Toyota Innova 2.5 GX 7 STR BSIV,6.95,68000,0.00010220588235294117
Honda City i DTec SV,7.0,33000,0.00021212121212121213
Volkswagen Ameo 1.2 MPI Highline,7.23,22389,0.0003229264370896423
Maruti SX4 ZDI Leather,3.81,90000,4.233333333333334e-05
Maruti Swift ZXI,4.5,42000,0.00010714285714285714
Hyundai Creta 1.6 CRDi SX,12.6,38767,0.0003250187014729022
Audi Q7 35 TDI Quattro Technology,48.0,21000,0.002285714285714286
Maruti Alto LXi BSIII,2.96,59136,5.0054112554112554e-05
Honda Amaze SX i-DTEC,3.25,36000,9.027777777777777e-05
Volkswagen Passat Diesel Highline 2.0 TDI,8.5,95000,8.947368421052632e-05
Hyundai Elantra CRDi SX AT,8.75,51000,0.0001715686274509804
Maruti Wagon R VXI BS IV,3.08,36411,8.45898217571613e-05
Land Rover Discovery Sport TD4 HSE 7S,41.5,40000,0.0010375
Honda City i VTEC SV,7.0,27300,0.0002564102564102564
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,11.5,29813,0.0003857377654043538
Maruti Wagon R LX BS IV,2.6,71000,3.6619718309859154e-05
Hyundai Verna 1.6 CRDI,4.3,32000,0.000134375
Volkswagen Tiguan 2.0 TDI Highline,24.9,50510,0.0004929716887745
BMW X1 sDrive 20d Exclusive,13.75,102000,0.00013480392156862744
Hyundai Grand i10 1.2 CRDi Sportz Option,3.85,42277,9.106606429027604e-05
Mercedes-Benz E-Class E250 CDI Avantgrade,23.25,46000,0.0005054347826086956
Hyundai Grand i10 Asta Option,5.75,50000,0.000115
Hyundai i10 Magna 1.2,1.65,62000,2.661290322580645e-05
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,6.5,78000,8.333333333333333e-05
Skoda Yeti Elegance,7.5,79000,9.493670886075949e-05
Audi Q7 45 TDI Quattro Premium Plus,72.94,6773,0.010769230769230769
Toyota Fortuner 3.0 Diesel,11.0,135000,8.148148148148148e-05
Maruti Wagon R VXI Minor ABS,3.02,36716,8.225296873297745e-05
Hyundai EON Era,3.32,65060,5.1029818628957884e-05
Honda Brio S MT,3.24,33000,9.818181818181818e-05
Maruti Alto 800 VXI,2.35,11110,0.00021152115211521154
Mahindra Bolero ZLX,5.5,63000,8.73015873015873e-05
Honda City i VTEC SV,6.75,27030,0.00024972253052164264
Skoda Rapid 1.6 MPI Elegance Black Package,6.15,19600,0.00031377551020408164
Maruti Swift VVT VXI,5.45,27755,0.00019636101603314718
Hyundai EON Magna Plus,2.3,20000,0.00011499999999999999
Maruti Swift Dzire ZXI,6.21,24782,0.0002505851020902268
Nissan Micra XV CVT,5.21,47303,0.00011014100585586538
Audi Q7 4.2 FSI quattro,11.99,71000,0.00016887323943661972
Maruti Swift Vdi BSIII,3.1,135000,2.2962962962962965e-05
Tata Xenon XT EX 4X2,7.5,1000,0.0075
Volkswagen Polo 1.5 TDI Comfortline,4.0,29000,0.00013793103448275863
Honda City i VTEC SV,7.73,36367,0.00021255533863117663
Honda City i VTEC V,7.8,38000,0.00020526315789473683
Maruti 800 AC BSIII,1.3,83969,1.5481904036013292e-05
Volkswagen Polo 1.5 TDI Trendline,4.42,82621,5.349729487660522e-05
Chevrolet Captiva LTZ VCDi,4.0,89000,4.4943820224719104e-05
Mahindra XUV500 W10 2WD,13.0,54000,0.00024074074074074075
Honda Amaze VX i-DTEC,5.38,61691,8.720883110988637e-05
Hyundai i20 1.2 Sportz Option,3.25,32200,0.00010093167701863354
Maruti Wagon R AMT VXI,3.87,68630,5.638933411044733e-05
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,8.25,61000,0.00013524590163934425
Maruti Ciaz 1.4 Zeta,9.28,32644,0.00028427888739125103
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,6.25,85000,7.352941176470588e-05
Chevrolet Aveo U-VA 1.2 LS,1.15,75000,1.533333333333333e-05
Maruti Ciaz ZXi Option,7.8,40347,0.00019332292363744515
