Name,Year,Fuel_Type,Price
Maruti Ciaz 1.4 AT Alpha,2017,Petrol,9.2
Hyundai Grand i10 AT Asta,2015,Petrol,4.9
Honda City 1.3 DX,2009,Petrol,3.2
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,2014,Petrol,5.55
Skoda Octavia Ambition 1.8 TSI AT,2014,Petrol,13.5
Fiat Linea Emotion (Diesel),2010,Diesel,2.6
Maruti Swift Lxi BSIII,2015,Petrol,4.5
Land Rover Discovery 4 TDV6 SE,2013,Diesel,34.0
Toyota Innova 2.5 V Diesel 7-seater,2012,Diesel,12.0
Maruti Swift LDI,2015,Diesel,5.25
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,Diesel,21.56
BMW 5 Series 520d Luxury Line,2012,Diesel,24.68
Hyundai i20 Magna Optional 1.2,2013,Petrol,3.67
BMW X1 M Sport sDrive 20d,2016,Diesel,29.5
Toyota Etios G,2012,Petrol,3.1
Tata Indigo LX,2015,Diesel,2.9
Mercedes-Benz M-Class ML 350 4Matic,2014,Diesel,43.0
Volkswagen Beetle 2.0,2009,Petrol,15.95
Volkswagen Polo GT TDI,2011,Diesel,4.5
Hyundai Grand i10 CRDi Magna,2014,Diesel,3.49
Maruti Swift VDI BSIV,2014,Diesel,4.25
Hyundai Verna CRDi 1.4 E,2008,Diesel,1.9
BMW 5 Series 2003-2012 525d,2011,Diesel,16.57
Honda City 1.5 S MT,2012,Petrol,5.75
Audi A4 2.0 TDI,2013,Diesel,14.0
Fiat Linea Classic Plus 1.3 Multijet,2013,Diesel,2.5
Honda City 1.3 EXI,2002,Petrol,1.2
BMW 3 Series 320d Luxury Line,2013,Diesel,13.95
Ford Fiesta 1.4 Duratec EXI,2007,Petrol,1.6
Tata Nano XTA,2016,Petrol,3.6
Maruti Ignis 1.2 Delta,2019,Petrol,6.06
Maruti Swift Dzire ZXi,2013,Petrol,5.29
Ford Ecosport 1.5 DV5 MT Titanium,2014,Diesel,5.75
Maruti Swift 1.3 ZXI,2015,Petrol,5.8
Maruti Swift Dzire VXI,2014,Petrol,5.72
Hyundai i10 Sportz AT,2014,Petrol,4.39
Mahindra XUV500 W6 2WD,2016,Diesel,11.05
Hyundai i20 Magna 1.4 CRDi,2015,Diesel,4.83
Hyundai i20 Asta 1.4 CRDi,2012,Diesel,4.5
BMW 7 Series 730Ld,2011,Diesel,19.5
Skoda Rapid 1.6 MPI AT Style Plus,2017,Petrol,8.75
Audi Q7 45 TDI Quattro Technology,2016,Diesel,67.0
Honda City i VTEC VX,2016,Petrol,8.4
Hyundai Xcent 1.2 Kappa SX,2016,Petrol,4.99
Honda City i DTec E,2016,Diesel,8.18
Honda Brio S Option MT,2012,Petrol,2.9
Maruti Ciaz ZDi Plus SHVS,2015,Diesel,7.1
Maruti Swift Dzire VDI Optional,2016,Diesel,7.05
Honda CR-V 2.4L 4WD AT,2015,Petrol,17.5
Toyota Corolla Altis 2008-2013 1.8 VL AT,2008,Petrol,3.41
Honda City 1.5 V MT,2012,Petrol,5.68
Mahindra Scorpio LX BS IV,2007,Diesel,4.1
Skoda Laura 1.8 TSI Ambiente,2011,Petrol,4.0
BMW 3 Series 320d Sport Line,2015,Diesel,30.0
Maruti SX4 Zxi BSIII,2007,Petrol,1.8
Maruti Ciaz VXi Plus,2015,Petrol,6.93
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,2012,Diesel,70.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,Diesel,7.9
Hyundai Santro Xing GL,2011,Petrol,2.78
Hyundai Santa Fe 4WD AT,2014,Diesel,14.4
Mercedes-Benz New C-Class C250 Avantgarde,2011,Petrol,13.5
Maruti Alto LXi,2012,Petrol,2.88
Maruti Alto 800 2016-2019 LXI,2016,Petrol,2.15
Nissan Sunny 2011-2014 XV,2013,Petrol,3.75
Maruti Alto 800 2016-2019 VXI,2019,Petrol,3.6
Maruti Alto K10 VXI,2018,Petrol,3.6
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,Petrol,7.55
Honda Mobilio S i DTEC,2015,Diesel,4.7
Tata Manza Aqua Quadrajet,2010,Diesel,1.6
Chevrolet Optra Magnum 2.0 LT,2011,Diesel,3.34
Honda City i VTEC CVT VX,2016,Petrol,9.1
Hyundai Grand i10 1.2 Kappa Sportz,2019,Petrol,6.17
Hyundai Verna CRDi 1.6 SX,2008,Diesel,2.5
Nissan Micra XL,2016,Petrol,3.0
Hyundai Verna 1.6 SX,2012,Diesel,5.75
Hyundai Creta 1.6 VTVT E Plus,2017,Petrol,10.75
Maruti Wagon R VXI BS IV,2013,Petrol,2.85
Honda Accord 2.4 Elegance A/T,2008,Petrol,6.5
Honda City 1.5 S AT,2016,Petrol,9.45
Maruti Baleno Alpha 1.3,2016,Diesel,6.75
Honda City i DTec V,2017,Diesel,7.75
Hyundai i20 Era 1.4 CRDi,2014,Diesel,4.4
Mercedes-Benz E-Class 2015-2017 E350 Edition E,2015,Diesel,42.0
Nissan Terrano XV 110 PS,2014,Diesel,5.67
Renault Duster 110PS Diesel RxZ AMT,2016,Diesel,11.5
Maruti Wagon R LXI Minor,2009,Petrol,1.69
Hyundai Getz 1.5 CRDi GVS,2009,Diesel,1.8
Maruti Ritz LXi,2016,Petrol,3.2
Honda City 1.5 GXI,2004,Petrol,1.5
BMW 5 Series 520d Sport Line,2019,Diesel,45.86
Volkswagen Polo 1.2 MPI Highline,2016,Petrol,5.1
Ford Figo Petrol ZXI,2010,Petrol,2.4
BMW 3 Series 320d Luxury Line,2013,Diesel,22.0
Hyundai Verna 1.6 SX CRDi (O),2012,Diesel,4.28
Renault Duster 85PS Diesel RxL,2015,Diesel,5.67
Hyundai Grand i10 1.2 Kappa Magna AT,2018,Petrol,6.2
BMW X1 sDrive20d,2013,Diesel,14.49
Maruti Ritz VDi,2010,Diesel,3.0
Hyundai i10 Era 1.1 iTech SE,2010,Petrol,2.25
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,Diesel,43.78
Honda City V MT Exclusive,2019,Petrol,11.45
Mahindra Ssangyong Rexton RX7,2014,Diesel,10.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,Diesel,7.48
Maruti Alto LXi,2010,Petrol,3.1
Volkswagen Polo 1.2 MPI Highline,2011,Petrol,2.55
Volkswagen Polo Diesel Comfortline 1.2L,2013,Diesel,3.5
Volkswagen Polo Diesel Highline 1.2L,2012,Diesel,2.59
Maruti Ertiga ZDI,2013,Diesel,5.45
Ford EcoSport 1.5 TDCi Ambiente,2017,Diesel,6.0
Toyota Innova Crysta 2.8 ZX AT,2016,Diesel,15.49
BMW 5 Series 523i Sedan,2010,Petrol,12.5
Maruti Swift Dzire Tour LDI,2017,Diesel,4.75
Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,Petrol,7.85
Hyundai Verna CRDi SX,2013,Diesel,6.0
Tata Zest Revotron 1.2T XM,2016,Petrol,4.0
Audi A7 2011-2015 3.0 TDI Quattro,2011,Diesel,28.75
Tata Indica Vista Quadrajet VX,2012,Diesel,2.5
Maruti Swift Dzire VDI,2015,Diesel,5.5
Fiat Linea Emotion,2010,Petrol,1.59
Hyundai i20 1.2 Spotz,2017,Petrol,6.22
Hyundai EON Era Plus,2016,Petrol,2.75
Mercedes-Benz GLA Class 200 CDI SPORT,2017,Diesel,25.0
Maruti Celerio VXI,2014,Petrol,2.8
Chevrolet Beat LT,2014,Petrol,2.45
Honda Jazz 1.2 V AT i VTEC Privilege,2016,Petrol,6.35
BMW 3 Series 320d Highline,2009,Diesel,8.0
Renault Duster 110PS Diesel RxL,2014,Diesel,8.25
Ford Figo 2015-2019 1.5P Titanium AT,2017,Petrol,5.95
Toyota Innova Crysta 2.4 VX MT,2018,Diesel,19.92
Chevrolet Beat Diesel LS,2016,Diesel,3.15
Volkswagen Polo GTI,2014,Petrol,5.75
Ford Endeavour 3.2 Trend AT 4X4,2018,Diesel,32.44
Hyundai Verna 1.6 SX CRDI (O) AT,2016,Diesel,8.01
Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,Petrol,6.48
Maruti 800 AC,2007,Petrol,0.75
Honda City i DTEC V,2014,Diesel,5.0
Mahindra XUV500 W8 2WD,2012,Diesel,7.75
Ford Figo Diesel ZXI,2010,Diesel,2.6
Ford EcoSport 1.5 Petrol Titanium,2018,Petrol,9.2
Hyundai i20 Asta 1.2,2015,Petrol,5.05
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,Diesel,9.6
Renault Duster 85PS Diesel RxL Optional,2013,Diesel,5.5
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,Diesel,9.35
Honda City 1.5 S MT,2009,Petrol,2.6
Maruti Alto K10 VXI,2016,Petrol,3.5
Nissan Micra Active XL Petrol,2016,Petrol,4.26
Maruti Celerio VXI AT,2016,Petrol,4.25
Mercedes-Benz New C-Class 200 Kompressor,2010,Petrol,11.75
Ford Fiesta Diesel Style,2013,Diesel,3.5
Hyundai Verna 1.6 VTVT S,2015,Petrol,7.5
Hyundai i20 1.4 Asta (AT),2009,Petrol,3.25
Maruti Swift Dzire VXi,2012,Petrol,4.9
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,2014,Diesel,27.0
Hyundai Elite i20 Petrol Asta,2017,Petrol,8.91
Hyundai Verna 1.6 VTVT EX AT,2014,Petrol,6.69
Chevrolet Cruze LTZ,2014,Diesel,6.02
Toyota Corolla Altis 1.8 G,2010,Petrol,4.5
Maruti A-Star Vxi,2011,Petrol,2.0
Nissan Micra Diesel XV Premium,2012,Diesel,2.4
Tata Nano LX,2013,Petrol,1.2
Maruti Swift Dzire Tour LDI,2014,Diesel,2.9
Land Rover Range Rover Sport 2005 2012 Sport,2008,Petrol,40.88
Audi Q3 2.0 TDI Quattro,2016,Diesel,27.0
Honda Amaze VX i-DTEC,2016,Diesel,7.5
Chevrolet Optra 1.6 LS,2004,Petrol,1.5
Audi Q5 2.0 TDI Premium Plus,2016,Diesel,39.5
Maruti Ritz VDi,2012,Diesel,3.39
Mahindra Scorpio S6 7 Seater,2018,Diesel,12.4
Maruti Ciaz ZDi SHVS,2014,Diesel,6.85
Toyota Corolla Altis Aero D 4D J,2011,Diesel,5.75
Tata Indica V2 eLS,2015,Diesel,2.0
Maruti 800 Std BSIII,2006,Petrol,0.9
Volkswagen Polo 1.2 MPI Highline,2015,Petrol,3.8
Hyundai Elantra 2.0 SX Option AT,2017,Petrol,16.35
Toyota Fortuner 4x2 4 Speed AT,2012,Diesel,16.5
Maruti Baleno Zeta 1.2,2019,Petrol,8.7
Maruti Baleno Zeta 1.2,2016,Petrol,6.1
Mini Cooper Countryman D,2013,Diesel,21.94
Mercedes-Benz S Class 2005 2013 320 CDI,2009,Diesel,22.0
Maruti Alto K10 LXI,2015,Petrol,2.65
Maruti Swift VXI Optional,2017,Petrol,5.27
Chevrolet Sail LT ABS,2014,Diesel,2.48
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,Diesel,6.0
Toyota Fortuner 3.0 Diesel,2009,Diesel,8.9
BMW 3 Series 320d Sport Line,2012,Diesel,18.0
Skoda Octavia Ambition 1.4 TSI MT,2016,Petrol,11.64
Toyota Fortuner 3.0 Diesel,2019,Diesel,8.99
Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,Diesel,5.25
Hyundai i20 1.4 CRDi Asta,2011,Diesel,2.95
Tata Manza Club Class Quadrajet90 LX,2013,Diesel,2.65
Volkswagen Vento Petrol Highline,2013,Petrol,4.0
Hyundai Creta 1.6 SX Automatic Diesel,2016,Diesel,12.5
Maruti Ritz VXI,2014,Petrol,3.25
Honda CR-V 2.0L 2WD MT,2008,Petrol,4.0
Mahindra XUV500 W8 2WD,2012,Diesel,6.25
Volkswagen Ameo 1.5 TDI Comfortline,2016,Diesel,5.8
Tata Zest Revotron 1.2 XT,2015,Petrol,5.0
Jaguar XJ 3.0L Portfolio LWB,2016,Diesel,58.73
Toyota Corolla Altis 1.8 VL CVT,2018,Petrol,17.49
Maruti A-Star Vxi,2011,Petrol,1.95
Honda Accord VTi-L (AT),2007,Petrol,3.0
Hyundai i20 Asta (o),2014,Petrol,5.5
Toyota Fortuner 4x2 AT,2013,Diesel,16.5
Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,Petrol,14.5
Maruti Baleno Alpha 1.3,2016,Diesel,7.79
Maruti Ertiga VDI,2017,Diesel,8.27
Land Rover Range Rover Sport SE,2019,Diesel,97.07
Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,Petrol,2.15
Honda Civic 2006-2010 1.8 V AT,2008,Petrol,3.0
BMW X3 xDrive20d,2014,Diesel,28.79
Skoda Laura Ambition 2.0 TDI CR AT,2011,Diesel,5.45
Maruti Swift Dzire VDI,2013,Diesel,3.95
Volvo V40 Cross Country D3,2013,Diesel,16.0
Maruti Swift Dzire ZXi,2013,Petrol,4.25
Land Rover Range Rover 2.2L Pure,2014,Diesel,34.5
Honda Accord 2.4 AT,2008,Petrol,2.6
Toyota Innova 2.5 G (Diesel) 8 Seater,2017,Diesel,13.48
Toyota Fortuner 4x4 MT,2018,Diesel,32.1
Honda Jazz 1.2 E i VTEC,2018,Petrol,6.17
Honda City 1.5 V MT,2015,Petrol,5.5
Maruti Dzire AMT ZDI Plus,2017,Diesel,9.15
Nissan Sunny 2011-2014 Diesel XL,2014,Diesel,4.5
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,Diesel,10.5
Honda Brio S MT,2016,Petrol,5.37
Volkswagen Vento Petrol Trendline,2012,Petrol,5.45
Mahindra XUV500 W4,2016,Diesel,9.25
Ford EcoSport 1.5 Diesel Titanium Plus,2016,Diesel,7.7
Skoda Yeti Ambition 4X2,2012,Diesel,7.99
Hyundai i10 Sportz,2012,Petrol,3.0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,Diesel,4.0
Tata Zest Quadrajet 1.3 XT,2018,Diesel,6.69
Maruti Swift VDI,2014,Diesel,4.25
Skoda Rapid 1.5 TDI AT Style,2017,Diesel,10.5
Toyota Innova Crysta 2.4 VX MT 8S,2019,Diesel,22.55
Hyundai Verna 1.6 SX VTVT,2014,Petrol,5.2
Honda City i VTEC VX Option,2019,Petrol,11.87
Honda City i DTEC SV,2014,Diesel,6.99
Volkswagen Vento Diesel Highline,2011,Diesel,5.0
Audi Q5 2008-2012 3.0 TDI,2014,Diesel,44.0
Maruti Alto 800 LXI,2015,Petrol,2.79
Tata Manza ELAN Quadrajet BS IV,2012,Diesel,2.9
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2016,Petrol,9.85
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2014,Diesel,49.0
Mahindra Thar CRDe,2016,Diesel,9.25
Hyundai Verna 1.6 CRDI,2011,Diesel,3.75
Ford Aspire Titanium Diesel,2017,Diesel,7.29
Mini Cooper 3 DOOR D,2016,Diesel,23.5
Maruti Omni 8 Seater BSIV,2013,Petrol,2.6
Mahindra Verito 1.5 D4 BSIV,2015,Diesel,3.1
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2016,Diesel,29.98
Renault Duster 110PS Diesel RxZ,2016,Diesel,6.73
Maruti Swift Dzire Tour LDI,2016,Diesel,3.5
Volkswagen Polo Petrol Highline 1.2L,2011,Petrol,2.35
Mahindra XUV500 W10 2WD,2017,Diesel,16.13
Volkswagen Polo 1.2 MPI Highline,2014,Petrol,5.9
Maruti Ritz VXI,2012,Petrol,3.9
Toyota Innova 2.5 GX 7 STR BSIV,2012,Diesel,6.95
Honda City i DTec SV,2015,Diesel,7.0
Volkswagen Ameo 1.2 MPI Highline,2017,Petrol,7.23
Maruti SX4 ZDI Leather,2012,Diesel,3.81
Maruti Swift ZXI,2012,Petrol,4.5
Hyundai Creta 1.6 CRDi SX,2017,Diesel,12.6
Audi Q7 35 TDI Quattro Technology,2015,Diesel,48.0
Maruti Alto LXi BSIII,2010,Petrol,2.96
Honda Amaze SX i-DTEC,2014,Diesel,3.25
Volkswagen Passat Diesel Highline 2.0 TDI,2011,Diesel,8.5
Hyundai Elantra CRDi SX AT,2013,Diesel,8.75
Maruti Wagon R VXI BS IV,2011,Petrol,3.08
Land Rover Discovery Sport TD4 HSE 7S,2017,Diesel,41.5
Honda City i VTEC SV,2016,Petrol,7.0
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,2011,Petrol,11.5
Maruti Wagon R LX BS IV,2011,Petrol,2.6
Hyundai Verna 1.6 CRDI,2014,Diesel,4.3
Volkswagen Tiguan 2.0 TDI Highline,2017,Diesel,24.9
BMW X1 sDrive 20d Exclusive,2011,Diesel,13.75
Hyundai Grand i10 1.2 CRDi Sportz Option,2014,Diesel,3.85
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,Diesel,23.25
Hyundai Grand i10 Asta Option,2015,Petrol,5.75
Hyundai i10 Magna 1.2,2008,Petrol,1.65
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2012,Diesel,6.5
Skoda Yeti Elegance,2011,Diesel,7.5
Audi Q7 45 TDI Quattro Premium Plus,2019,Diesel,72.94
Toyota Fortuner 3.0 Diesel,2010,Diesel,11.0
Maruti Wagon R VXI Minor ABS,2013,Petrol,3.02
Hyundai EON Era,2013,Petrol,3.32
Honda Brio S MT,2013,Petrol,3.24
Maruti Alto 800 VXI,2015,Petrol,2.35
Mahindra Bolero ZLX,2013,Diesel,5.5
Honda City i VTEC SV,2015,Petrol,6.75
Skoda Rapid 1.6 MPI Elegance Black Package,2015,Petrol,6.15
Maruti Swift VVT VXI,2016,Petrol,5.45
Hyundai EON Magna Plus,2013,Petrol,2.3
Maruti Swift Dzire ZXI,2015,Petrol,6.21
Nissan Micra XV CVT,2014,Petrol,5.21
Audi Q7 4.2 FSI quattro,2008,Petrol,11.99
Maruti Swift Vdi BSIII,2010,Diesel,3.1
Tata Xenon XT EX 4X2,2017,Diesel,7.5
Volkswagen Polo 1.5 TDI Comfortline,2016,Diesel,4.0
Honda City i VTEC SV,2016,Petrol,7.73
Honda City i VTEC V,2015,Petrol,7.8
Maruti 800 AC BSIII,2011,Petrol,1.3
Volkswagen Polo 1.5 TDI Trendline,2014,Diesel,4.42
Chevrolet Captiva LTZ VCDi,2009,Diesel,4.0
Mahindra XUV500 W10 2WD,2016,Diesel,13.0
Honda Amaze VX i-DTEC,2015,Diesel,5.38
Hyundai i20 1.2 Sportz Option,2011,Petrol,3.25
Maruti Wagon R AMT VXI,2016,Petrol,3.87
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2014,Diesel,8.25
Maruti Ciaz 1.4 Zeta,2018,Petrol,9.28
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,2012,Diesel,6.25
Chevrolet Aveo U-VA 1.2 LS,2008,Petrol,1.15
Maruti Ciaz ZXi Option,2016,Petrol,7.8
Hyundai i20 1.4 CRDi Asta,2012,Diesel,4.5
Honda Jazz 1.2 SV i VTEC,2018,Petrol,7.56
Mahindra XUV500 W10 2WD,2017,Diesel,16.08
Hyundai i20 1.2 Sportz,2012,Petrol,4.5
Hyundai Verna 1.6 SX,2012,Diesel,5.0
Hyundai i10 Era 1.1,2011,Petrol,2.2
Maruti Celerio VXI AT,2014,Petrol,4.0
Skoda Fabia 1.2 TDI Ambition,2012,Diesel,2.51
Maruti Swift VDI BSIV,2015,Diesel,4.75
Hyundai i10 Magna(O) with Sun Roof,2008,Petrol,2.0
Hyundai i10 Magna 1.2,2010,Petrol,2.1
Ford Ecosport 1.5 Ti VCT AT Titanium,2013,Petrol,6.25
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,2011,Diesel,10.6
Maruti Swift VDI BSIV,2017,Diesel,6.0
Maruti 800 Std BSIII,2004,Petrol,0.45
Maruti Swift Lxi BSIII,2010,Petrol,2.5
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2018,Petrol,12.75
BMW X1 M Sport sDrive 20d,2017,Diesel,30.29
Ford Ikon 1.3 Flair,2006,Petrol,1.6
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,Diesel,7.54
Maruti Ciaz VXi Plus,2015,Petrol,6.84
Volkswagen Passat Diesel Highline 2.0 TDI,2012,Diesel,6.0
Honda Jazz 1.5 VX i DTEC,2017,Diesel,8.0
Audi A4 35 TDI Premium,2016,Diesel,24.74
Hyundai Grand i10 CRDi Sportz Celebration Edition,2017,Diesel,5.5
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2013,Diesel,36.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,Diesel,11.79
Nissan Sunny 2011-2014 XL,2011,Petrol,3.0
Skoda Laura Ambiente 2.0 TDI CR AT,2011,Diesel,6.75
Chevrolet Aveo 1.4 LS,2006,Petrol,1.4
Honda Mobilio V i DTEC,2014,Diesel,5.75
Maruti Ritz VDi,2010,Diesel,3.4
Volkswagen Polo Petrol Highline 1.2L,2011,Petrol,4.89
Nissan Terrano XL,2013,Petrol,4.95
Maruti A-Star AT Vxi Aktiv,2013,Petrol,3.49
Honda City 1.5 S MT,2014,Petrol,6.35
Hyundai Grand i10 AT Asta,2017,Petrol,7.08
Jaguar XE 2.0L Diesel Prestige,2017,Diesel,38.0
Mahindra Scorpio VLX,2012,Diesel,6.25
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2011,Petrol,10.15
Skoda Superb Elegance 1.8 TSI AT,2014,Petrol,10.75
Chevrolet Cruze LTZ AT,2012,Diesel,4.65
Mahindra Scorpio VLX,2010,Diesel,4.75
Hyundai Verna 1.6 SX VTVT (O),2015,Petrol,7.78
Hyundai i20 1.4 Asta CRDi with AVN,2016,Diesel,6.75
Honda City ZX CVT,2008,Petrol,2.99
Hyundai i10 Magna,2013,Petrol,2.35
Honda Amaze S i-Dtech,2013,Diesel,3.65
Maruti Wagon R LXI,2012,Petrol,2.74
Honda Brio S MT,2013,Petrol,3.5
Hyundai i20 1.2 Sportz Option,2014,Petrol,4.76
Volkswagen Vento 2013-2015 1.6 Comfortline,2016,Petrol,6.2
Skoda Octavia Rider 1.9 TDI MT,2008,Diesel,2.35
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2014,Diesel,24.5
Renault Duster Petrol RxL,2013,Petrol,6.0
Hyundai EON Sportz,2017,Petrol,3.65
Maruti Swift VXI,2016,Petrol,6.26
Audi Q5 3.0 TDI Quattro Technology,2015,Diesel,32.95
Hyundai i20 1.2 Spotz,2018,Petrol,7.8
Honda Brio S MT,2014,Petrol,4.25
Maruti Swift Dzire ZXi,2014,Petrol,4.86
Hyundai Grand i10 1.2 Kappa Magna,2017,Petrol,4.9
Mahindra Xylo E8 ABS BS IV,2014,Diesel,7.06
Volkswagen Polo GTI,2015,Petrol,4.5
Maruti Alto K10 VXI,2011,Petrol,3.22
Volkswagen Polo Diesel Comfortline 1.2L,2014,Diesel,3.25
Hyundai Grand i10 Sportz,2016,Petrol,4.53
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2017,Diesel,34.78
Hyundai Verna 1.6 SX VTVT AT,2014,Petrol,6.5
Fiat Punto EVO 1.2 Emotion,2010,Petrol,2.25
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2011,Diesel,8.0
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,2017,Diesel,8.37
Volkswagen Polo 1.5 TDI Comfortline,2015,Diesel,5.39
BMW 5 Series 520d Luxury Line,2018,Diesel,37.3
Mercedes-Benz GLE 350d,2018,Diesel,70.8
Mercedes-Benz M-Class ML 350 CDI,2012,Diesel,22.25
Hyundai Grand i10 1.2 Kappa Sportz,2018,Petrol,6.03
Skoda Superb Elegance 1.8 TSI AT,2011,Petrol,4.9
Hyundai i10 Sportz AT,2013,Petrol,3.96
Hyundai i20 1.4 CRDi Asta,2011,Diesel,4.6
Mahindra Scorpio VLX,2011,Diesel,5.5
Honda Brio V MT,2013,Petrol,3.25
Hyundai i20 1.2 Magna Executive,2017,Petrol,6.25
Ford Endeavour 4x2 XLT Limited Edition,2007,Diesel,3.0
Hyundai Verna CRDi SX,2011,Diesel,4.25
Toyota Fortuner 3.0 Diesel,2011,Diesel,12.25
BMW X1 sDrive20d,2011,Diesel,10.95
Toyota Fortuner 4x2 AT,2013,Diesel,16.5
Honda Amaze V CVT Petrol,2018,Petrol,7.8
Hyundai i10 Era 1.1,2013,Petrol,3.7
Hyundai i20 1.2 Sportz,2012,Petrol,4.0
BMW 3 Series 320d GT Luxury Line,2015,Diesel,26.75
Audi Q3 35 TDI Quattro Premium Plus,2016,Diesel,28.03
Maruti Swift VXI Optional,2017,Petrol,5.44
Maruti Baleno Delta Automatic,2017,Petrol,6.2
Hyundai Accent GLE,2005,Petrol,0.9
Maruti Ritz LXi,2016,Petrol,3.95
Tata Nano Lx,2011,Petrol,0.44
Ford Figo Diesel EXI,2012,Diesel,2.75
Volkswagen Passat Diesel Highline 2.0 TDI,2011,Diesel,7.5
Fiat Linea Emotion Pack (Diesel),2010,Diesel,2.5
Mahindra Xylo D4,2015,Diesel,5.0
Maruti Wagon R VXI,2013,Petrol,3.6
Toyota Etios G Safety,2012,Petrol,3.99
Hyundai Grand i10 Sportz,2015,Petrol,5.64
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2014,Diesel,12.0
Tata Indica V2 DLS TC,2008,Diesel,0.7
BMW 3 Series 320d Sport Line,2015,Diesel,19.0
Ford Endeavour 3.2 Titanium AT 4X4,2017,Diesel,30.48
Maruti Ciaz Zeta,2017,Petrol,8.2
Ford Figo 1.5D Titanium Plus MT,2015,Diesel,7.55
Chevrolet Aveo U-VA 1.2 LS,2007,Petrol,0.99
Honda City 1.5 V AT,2011,Petrol,4.15
Nissan Sunny XL,2016,Petrol,6.2
Maruti Swift Dzire VXI,2016,Petrol,4.4
Ford Figo Diesel Titanium,2012,Diesel,2.1
Fiat Grande Punto 1.3 Emotion (Diesel),2011,Diesel,2.2
Hyundai Elite i20 Petrol Asta,2018,Petrol,8.34
Maruti Swift Dzire VDI,2014,Diesel,4.35
Ford Ecosport 1.5 DV5 MT Titanium,2014,Diesel,6.8
Maruti Swift Dzire VDi,2010,Diesel,3.3
Hyundai Grand i10 Sportz,2016,Petrol,5.04
Ford Endeavour 3.0L 4X4 AT,2012,Diesel,9.2
Volkswagen Polo Diesel Highline 1.2L,2014,Diesel,5.7
Mahindra TUV 300 2015-2019 mHAWK100 T8,2018,Diesel,8.48
BMW X6 xDrive 40d,2013,Diesel,48.0
Renault Duster 110PS Diesel RxZ,2012,Diesel,6.1
Maruti Wagon R LXI,2010,Petrol,2.75
Maruti Ertiga SHVS VDI,2017,Diesel,8.0
Maruti Alto LXi BSIII,2010,Petrol,1.85
Maruti Wagon R AMT VXI Option,2015,Petrol,3.85
Maruti Eeco 7 Seater Standard,2017,Petrol,4.74
Renault Duster 110PS Diesel RxL,2013,Diesel,5.63
Maruti Zen Estilo 1.1 LX BSIII,2011,Petrol,2.62
Renault Duster Petrol RxL,2015,Petrol,4.9
Honda Civic 2006-2010 1.8 S MT,2006,Petrol,2.65
Mahindra XUV500 W8 2WD,2012,Diesel,5.99
Mahindra Verito 1.5 D6 BSIV,2011,Diesel,2.4
Renault KWID Climber 1.0 MT,2017,Petrol,4.25
Porsche Cayenne Diesel,2013,Diesel,40.0
Maruti Swift DDiS VDI,2008,Diesel,2.7
Datsun GO T Option,2016,Petrol,2.99
Hyundai i20 1.2 Magna,2011,Petrol,3.4
BMW 5 Series 2013-2017 520d Luxury Line,2016,Diesel,30.8
Maruti Ertiga ZDI,2012,Diesel,5.85
Hyundai Grand i10 Magna,2014,Petrol,4.0
BMW 3 Series 330i,2011,Petrol,14.12
Chevrolet Cruze LTZ,2011,Diesel,4.55
